packet_rate,avg_packet_size,flow_duration,tcp_flag_syn_count,tcp_flag_ack_count,connection_count,std_packet_interval,label
478.1494285024598,59.4650739765415,152.1888478200877,102,3,101.9618446130486,2.299563806175827,1
656.9654689518823,86.8886781616601,52.76235739955551,101,0,81.97234201239053,6.304456163219338,1
552.406241410442,83.93526449960876,84.30239065420696,77,0,144.8507355890847,2.409041469152299,1
526.3113229381632,68.64240487967538,97.6919028015014,81,1,96.33068871792172,6.892671125729427,1
53.37602662075202,577.3521108098473,826.3414536247267,4,6,3.336075412505346,30.06287884800157,0
496.6185601252166,83.52451413517059,136.0960626204186,75,0,122.8474855638213,8.858655972644597,1
473.1037010666589,88.12464718525106,156.751842855087,116,0,129.7239815645231,6.615281161770982,1
56.54365656354058,570.8188731084456,1130.304398267901,2,7,2.78058767902793,37.4558320214009,0
53.38496407494414,620.0569197230943,1074.421094521373,0,3,2.578869765198916,28.42778104851185,0
54.81009231736714,557.3642403794456,1091.456080923048,2,4,3.672756787199422,32.61222605463347,0
618.4146461505492,59.06501092194596,74.91766606017711,95,1,161.9033661336622,4.542731167074223,1
53.11250154543536,641.9532443907028,1290.652132664207,2,7,4.272483330848759,33.92563292730027,0
59.15402117702074,703.0283454031842,898.3719604705378,1,7,3.472815069927833,24.90873049291136,0
496.5715001871729,51.72937482381339,122.1140819165155,123,0,79.73810539078411,5.906103132523845,1
40.77834675822375,737.4876419148185,1123.942289193227,1,1,2.399493364586037,29.84264314898158,0
496.3964417235877,48.37113827314486,8.724394550764515,98,0,124.4590426798061,3.91460602519125,1
50.28744822934817,717.3124637586641,886.0334143522482,2,7,3.687902082892398,33.93638146561457,0
656.7747185564706,59.52764041163088,134.6848977506572,76,2,97.12961512730824,4.370117680434578,1
481.6972524864495,38.32806910654924,126.0088210800136,101,3,53.03580513057524,3.774786919468433,1
406.481527183,56.97401920460585,121.8383875555249,88,0,109.3623866135273,4.632663191689564,1
511.6971837102047,82.52476376872767,81.00460167297115,107,3,117.2449225014592,1.461277197326713,1
53.99136114352071,684.7421677150421,720.1387650396117,2,4,1.874903672976971,28.69109638828647,0
44.75479733720226,509.6298139269872,934.1104427305818,5,6,3.026185149185798,28.20434185945563,0
449.1755704302668,49.6913027063723,140.1166388942233,103,1,65.93802144439424,6.122943955743514,1
40.62174960084877,604.0591691203882,1094.481255576075,2,7,2.480165854274774,29.60311929989844,0
406.3693121516528,89.26871308521989,116.5074974695969,118,0,89.03166043017792,4.565071093927269,1
675.331060404399,58.90507208647569,92.64223473915698,125,1,96.24130386075676,6.0676380225256,1
560.1637106895064,95.62799433201717,167.1773253311026,109,0,95.71530856121753,5.65137846182293,1
525.506992270434,61.58405857379287,110.215994199416,103,3,80.33184079461637,7.17987557640361,1
53.80197851005963,449.5279625968998,759.3598289221711,1,6,1.426370977883015,33.61498467312162,0
319.4619915768465,89.66517769713181,13.08012107391069,108,1,63.92463877087359,9.643429504624876,1
33.3847993773104,423.1560634437149,814.7237740036924,0,4,2.478233342700928,28.73456579492944,0
429.06679722525,50.06073734158997,57.682650424367,106,1,120.5824131579991,5.627951500968281,1
53.10907565598005,482.988697394064,1211.987276809324,1,6,0.5088385918485399,23.0967391494493,0
46.89733243406544,569.4775295645333,876.5493626906153,1,8,1.008859851045333,33.14051484916853,0
556.6233291324014,97.71577032971054,137.1144253789152,82,1,98.8239642190674,4.936969881639055,1
62.46085192497629,576.1067900830305,860.645636314085,0,3,4.174761800233038,40.00961229624181,0
54.78979825746392,643.6559804157667,991.435323737685,5,4,2.668221228227878,42.13089001920888,0
